区块ID,访问频率_次每秒,K值
6321,11.0,20
6322,5.0,20
6323,4.0,20
6324,10.0,20
6325,49.0,20
6326,35.0,20
6327,35.0,20
6328,4.0,20
6329,2.0,20
6330,11.0,20
6331,6.0,20
6332,23.0,20
6333,26.0,20
6334,20.0,20
6335,4.0,20
6336,20.0,20
6337,6.0,20
6338,1.0,20
6339,10.0,20
6340,13.0,20
6341,5.0,20
6342,17.0,20
6343,12.0,20
6344,8.0,20
6345,65.0,20
6346,3.0,20
6347,39.0,20
6348,10.0,20
6349,1.0,20
6350,7.0,20
6351,97.0,20
6352,6.0,20
6353,55.0,20
6354,2.0,20
6355,5.0,20
6356,12.0,20
6357,12.0,20
6358,7.0,20
6359,22.0,20
6360,1.0,20
6361,5.0,20
6362,27.0,20
6363,4.0,20
6364,14.0,20
6365,16.0,20
6366,64.0,20
6367,6.0,20
6368,2.0,20
6369,7.0,20
6370,512.0,13
6371,9.0,20
6372,10.0,20
6373,4.0,20
6374,9.0,20
6375,5.0,20
6376,27.0,20
6377,4.0,20
6378,8.0,20
6379,162.0,19
6380,10.0,20
6381,8.0,20
6382,22.0,20
6383,28.0,20
6384,203.0,19
6385,41.0,20
6386,12.0,20
6387,21.0,20
6388,1.0,20
6389,25.0,20
6390,55.0,20
6391,16.0,20
6392,3.0,20
6393,3.0,20
6394,6.0,20
6395,18.0,20
6396,2.0,20
6397,8.0,20
6398,26.0,20
6399,13.0,20
6400,2.0,20
6401,62.0,20
6402,7.0,20
6403,10.0,20
6404,35.0,20
6405,45.0,20
6406,18.0,20
6407,2.0,20
6408,41.0,20
6409,11.0,20
6410,37.0,20
6411,2.0,20
6412,12.0,20
6413,181.0,19
6414,15.0,20
6415,2.0,20
6416,15.0,20
6417,1.0,20
6418,10.0,20
6419,45.0,20
6420,6.0,20
6421,33.0,20
6422,10.0,20
6423,12.0,20
6424,118.0,20
6425,15.0,20
6426,12.0,20
6427,12.0,20
6428,15.0,20
6429,19.0,20
6430,15.0,20
6431,5.0,20
6432,14.0,20
6433,6.0,20
6434,5.0,20
6435,19.0,20
6436,5.0,20
6437,47.0,20
6438,6.0,20
6439,1.0,20
6440,10.0,20
6441,30.0,20
6442,17.0,20
6443,12.0,20
6444,6.0,20
6445,2.0,20
6446,6.0,20
6447,11.0,20
6448,5.0,20
6449,138.0,20
6450,6.0,20
6451,121.0,20
6452,12.0,20
6453,5.0,20
6454,4.0,20
6455,2.0,20
6456,34.0,20
6457,11.0,20
6458,14.0,20
6459,4.0,20
6460,4.0,20
6461,5.0,20
6462,5.0,20
6463,11.0,20
6464,2.0,20
6465,27.0,20
6466,18.0,20
6467,1.0,20
6468,2.0,20
6469,21.0,20
6470,37.0,20
6471,4.0,20
6472,14.0,20
6473,3.0,20
6474,16.0,20
6475,17.0,20
6476,21.0,20
6477,1.0,20
6478,13.0,20
6479,16.0,20
6480,21.0,20
6481,12.0,20
6482,4.0,20
6483,23.0,20
6484,9.0,20
6485,3.0,20
6486,10.0,20
6487,20.0,20
6488,6.0,20
6489,24.0,20
6490,8.0,20
6491,50.0,20
6492,3.0,20
6493,68.0,20
6494,5.0,20
6495,47.0,20
6496,10.0,20
6497,4.0,20
6498,7.0,20
6499,46.0,20
6500,3.0,20
6501,3.0,20
6502,11.0,20
6503,6.0,20
6504,11.0,20
6505,7.0,20
6506,2.0,20
6507,213.0,19
6508,30.0,20
6509,143.0,20
6510,4.0,20
6511,69.0,20
6512,4.0,20
6513,3.0,20
6514,25.0,20
6515,2.0,20
6516,8.0,20
6517,52.0,20
6518,3.0,20
6519,29.0,20
6520,19.0,20
6521,25.0,20
6522,101.0,20
6523,56.0,20
6524,5.0,20
6525,26.0,20
6526,2.0,20
6527,26.0,20
6528,7.0,20
6529,6.0,20
6530,28.0,20
6531,2.0,20
6532,29.0,20
6533,4.0,20
6534,6.0,20
6535,5.0,20
6536,13.0,20
6537,3.0,20
6538,23.0,20
6539,3.0,20
6540,8.0,20
6541,30.0,20
6542,12.0,20
6543,16.0,20
6544,9.0,20
6545,15.0,20
6546,37.0,20
6547,57.0,20
6548,14.0,20
6549,17.0,20
6550,15.0,20
6551,145.0,19
6552,8.0,20
6553,4.0,20
6554,6.0,20
6555,31.0,20
6556,55.0,20
6557,13.0,20
6558,36.0,20
6559,20.0,20
6560,5.0,20
6561,7.0,20
6562,9.0,20
6563,9.0,20
6564,11.0,20
6565,16.0,20
6566,10.0,20
6567,13.0,20
6568,43.0,20
6569,38.0,20
6570,8.0,20
6571,2.0,20
6572,5.0,20
6573,6.0,20
6574,2.0,20
6575,13.0,20
6576,13.0,20
6577,10.0,20
6578,5.0,20
6579,2.0,20
6580,25.0,20
6581,6.0,20
6582,2.0,20
6583,11.0,20
6584,1.0,20
6585,39.0,20
6586,2.0,20
6587,38.0,20
6588,8.0,20
6589,6.0,20
6590,4.0,20
6591,4.0,20
6592,113.0,20
6593,41.0,20
6594,3.0,20
6595,26.0,20
6596,4.0,20
6597,8.0,20
6598,7.0,20
6599,3.0,20
6600,16.0,20
6601,6.0,20
6602,17.0,20
6603,10.0,20
6604,7.0,20
6605,5.0,20
6606,1.0,20
6607,1.0,20
6608,25.0,20
6609,1.0,20
6610,2.0,20
6611,5.0,20
6612,9.0,20
6613,100.0,20
6614,5.0,20
6615,19.0,20
6616,1.0,20
6617,95.0,20
6618,81.0,20
6619,11.0,20
6620,3.0,20
6621,5.0,20
6622,26.0,20
6623,4.0,20
6624,6.0,20
6625,6.0,20
6626,21.0,20
6627,18.0,20
6628,49.0,20
6629,2.0,20
6630,1.0,20
6631,24.0,20
6632,12.0,20
6633,35.0,20
6634,13.0,20
6635,9.0,20
6636,29.0,20
6637,13.0,20
6638,13.0,20
6639,153.0,19
6640,72.0,20
6641,5.0,20
6642,3.0,20
6643,2.0,20
6644,4.0,20
6645,6.0,20
6646,8.0,20
6647,2.0,20
6648,36.0,20
6649,7.0,20
6650,20.0,20
6651,9.0,20
6652,1.0,20
6653,11.0,20
6654,5.0,20
6655,36.0,20
6656,4.0,20
6657,2.0,20
6658,6.0,20
6659,8.0,20
6660,17.0,20
6661,19.0,20
6662,5.0,20
6663,23.0,20
6664,8.0,20
6665,2.0,20
6666,2.0,20
6667,17.0,20
6668,2.0,20
6669,2.0,20
6670,8.0,20
6671,4.0,20
6672,2.0,20
6673,18.0,20
6674,26.0,20
6675,5.0,20
6676,7.0,20
6677,14.0,20
6678,19.0,20
6679,11.0,20
6680,144.0,19
6681,5.0,20
6682,3.0,20
6683,51.0,20
6684,13.0,20
6685,1.0,20
6686,5.0,20
6687,12.0,20
6688,10.0,20
6689,2.0,20
6690,8.0,20
6691,10.0,20
6692,10.0,20
6693,31.0,20
6694,7.0,20
6695,1.0,20
6696,29.0,20
6697,5.0,20
6698,2.0,20
6699,7.0,20
6700,49.0,20
6701,4.0,20
6702,116.0,20
6703,6.0,20
6704,28.0,20
6705,8.0,20
6706,19.0,20
6707,18.0,20
6708,24.0,20
6709,12.0,20
6710,6.0,20
6711,65.0,20
6712,23.0,20
6713,34.0,20
6714,32.0,20
6715,9.0,20
6716,1.0,20
6717,30.0,20
6718,7.0,20
6719,30.0,20
6720,8.0,20
6721,2.0,20
6722,22.0,20
6723,1.0,20
6724,16.0,20
6725,5.0,20
6726,3.0,20
6727,2.0,20
6728,1.0,20
6729,1.0,20
6730,4.0,20
6731,18.0,20
6732,3.0,20
6733,21.0,20
6734,7.0,20
6735,9.0,20
6736,6.0,20
6737,13.0,20
6738,8.0,20
6739,40.0,20
6740,4.0,20
6741,22.0,20
6742,5.0,20
6743,9.0,20
6744,7.0,20
6745,39.0,20
6746,30.0,20
6747,38.0,20
6748,13.0,20
6749,1.0,20
6750,7.0,20
6751,34.0,20
6752,6.0,20
6753,14.0,20
6754,5.0,20
6755,23.0,20
6756,63.0,20
6757,39.0,20
6758,6.0,20
6759,5.0,20
6760,2.0,20
6761,64.0,20
6762,12.0,20
6763,27.0,20
6764,9.0,20
6765,7.0,20
6766,30.0,20
6767,117.0,20
6768,4.0,20
6769,13.0,20
6770,15.0,20
6771,15.0,20
6772,35.0,20
6773,14.0,20
6774,256.0,19
6775,5.0,20
6776,4.0,20
6777,5.0,20
6778,18.0,20
6779,128.0,20
6780,10.0,20
6781,1.0,20
6782,20.0,20
6783,19.0,20
6784,14.0,20
6785,7.0,20
6786,15.0,20
6787,37.0,20
6788,11.0,20
6789,1.0,20
6790,41.0,20
6791,175.0,19
6792,17.0,20
6793,2.0,20
6794,4.0,20
6795,7.0,20
6796,1.0,20
6797,40.0,20
6798,13.0,20
6799,55.0,20
6800,13.0,20
6801,10.0,20
6802,4.0,20
6803,1.0,20
6804,14.0,20
6805,50.0,20
6806,3.0,20
6807,79.0,20
6808,3.0,20
6809,7.0,20
6810,66.0,20
6811,7.0,20
6812,9.0,20
6813,8.0,20
6814,9.0,20
6815,5.0,20
6816,6.0,20
6817,42.0,20
6818,58.0,20
6819,18.0,20
6820,28.0,20
6821,13.0,20
6822,22.0,20
6823,2.0,20
6824,3.0,20
6825,15.0,20
6826,44.0,20
6827,6.0,20
6828,3.0,20
6829,5.0,20
6830,4.0,20
6831,8.0,20
6832,1.0,20
6833,16.0,20
6834,6.0,20
6835,3.0,20
6836,1.0,20
6837,35.0,20
6838,17.0,20
6839,6.0,20
6840,8.0,20
6841,12.0,20
6842,7.0,20
6843,25.0,20
6844,10.0,20
6845,16.0,20
6846,16.0,20
6847,8.0,20
6848,4.0,20
6849,12.0,20
6850,7.0,20
6851,25.0,20
6852,19.0,20
6853,2.0,20
6854,7.0,20
6855,22.0,20
6856,2.0,20
6857,27.0,20
6858,3.0,20
6859,2.0,20
6860,43.0,20
6861,14.0,20
6862,20.0,20
6863,5.0,20
6864,164.0,19
6865,9.0,20
6866,7.0,20
6867,4.0,20
6868,11.0,20
6869,41.0,20
6870,5.0,20
6871,4.0,20
6872,8.0,20
6873,84.0,20
6874,5.0,20
6875,15.0,20
6876,6.0,20
6877,21.0,20
6878,244.0,19
6879,68.0,20
6880,34.0,20
6881,11.0,20
6882,27.0,20
6883,5.0,20
6884,4.0,20
6885,10.0,20
6886,46.0,20
6887,60.0,20
6888,3.0,20
6889,12.0,20
6890,1.0,20
6891,18.0,20
6892,15.0,20
6893,3.0,20
6894,12.0,20
6895,19.0,20
6896,72.0,20
6897,7.0,20
6898,21.0,20
6899,6.0,20
6900,4.0,20
6901,32.0,20
6902,78.0,20
6903,45.0,20
6904,20.0,20
6905,3.0,20
6906,11.0,20
6907,12.0,20
6908,11.0,20
6909,26.0,20
6910,4.0,20
6911,10.0,20
6912,17.0,20
6913,127.0,20
6914,19.0,20
6915,17.0,20
6916,3.0,20
6917,65.0,20
6918,31.0,20
6919,87.0,20
6920,24.0,20
6921,52.0,20
6922,1.0,20
6923,22.0,20
6924,1.0,20
6925,12.0,20
6926,12.0,20
6927,13.0,20
6928,2.0,20
6929,17.0,20
6930,35.0,20
6931,7.0,20
6932,13.0,20
6933,22.0,20
6934,28.0,20
6935,27.0,20
6936,4.0,20
6937,6.0,20
6938,3.0,20
6939,4.0,20
6940,10.0,20
6941,10.0,20
6942,7.0,20
6943,11.0,20
6944,49.0,20
6945,27.0,20
6946,4.0,20
6947,43.0,20
6948,17.0,20
6949,2.0,20
6950,5.0,20
6951,7.0,20
6952,9.0,20
6953,1.0,20
6954,3.0,20
6955,2.0,20
6956,1.0,20
6957,9.0,20
6958,24.0,20
6959,10.0,20
6960,39.0,20
6961,4.0,20
6962,13.0,20
6963,28.0,20
6964,17.0,20
6965,57.0,20
6966,13.0,20
6967,6.0,20
6968,45.0,20
6969,15.0,20
6970,61.0,20
6971,4.0,20
6972,3.0,20
6973,16.0,20
6974,5.0,20
6975,4.0,20
6976,28.0,20
6977,13.0,20
6978,1.0,20
6979,6.0,20
6980,3.0,20
6981,9.0,20
6982,9.0,20
6983,36.0,20
6984,2.0,20
6985,9.0,20
6986,5.0,20
6987,6.0,20
6988,4.0,20
6989,7.0,20
6990,5.0,20
6991,1.0,20
6992,12.0,20
6993,3.0,20
6994,3.0,20
6995,3.0,20
6996,8.0,20
6997,45.0,20
6998,2.0,20
6999,16.0,20
7000,12.0,20
7001,2.0,20
7002,11.0,20
7003,39.0,20
7004,3.0,20
7005,17.0,20
7006,4.0,20
7007,14.0,20
7008,2.0,20
7009,3.0,20
7010,4.0,20
7011,5.0,20
7012,13.0,20
7013,4.0,20
7014,74.0,20
7015,3.0,20
7016,22.0,20
7017,14.0,20
7018,23.0,20
7019,10.0,20
7020,7.0,20
7021,2.0,20
7022,54.0,20
7023,6.0,20
7024,1.0,20
7025,8.0,20
7026,6.0,20
7027,6.0,20
7028,48.0,20
7029,2.0,20
7030,6.0,20
7031,4.0,20
7032,10.0,20
7033,26.0,20
7034,53.0,20
7035,8.0,20
7036,3.0,20
7037,12.0,20
7038,2.0,20
7039,12.0,20
7040,43.0,20
7041,40.0,20
7042,29.0,20
7043,6.0,20
7044,12.0,20
7045,4.0,20
7046,8.0,20
7047,11.0,20
7048,6.0,20
7049,2.0,20
7050,37.0,20
7051,20.0,20
7052,13.0,20
7053,11.0,20
7054,14.0,20
7055,6.0,20
7056,1.0,20
7057,4.0,20
7058,2.0,20
7059,7.0,20
7060,14.0,20
7061,8.0,20
7062,27.0,20
7063,13.0,20
7064,20.0,20
7065,17.0,20
7066,4.0,20
7067,1.0,20
7068,7.0,20
7069,11.0,20
7070,24.0,20
7071,8.0,20
7072,42.0,20
7073,5.0,20
7074,54.0,20
7075,105.0,20
7076,34.0,20
7077,20.0,20
7078,10.0,20
7079,1.0,20
7080,31.0,20
7081,1.0,20
7082,11.0,20
7083,9.0,20
7084,10.0,20
7085,5.0,20
7086,2.0,20
7087,8.0,20
7088,50.0,20
7089,5.0,20
7090,7.0,20
7091,2.0,20
7092,4.0,20
7093,1.0,20
7094,8.0,20
7095,7.0,20
7096,2.0,20
7097,8.0,20
7098,60.0,20
7099,3.0,20
7100,23.0,20
7101,4.0,20
7102,11.0,20
7103,1.0,20
7104,2.0,20
7105,4.0,20
7106,31.0,20
7107,14.0,20
7108,28.0,20
7109,25.0,20
7110,3.0,20
7111,3.0,20
7112,2.0,20
7113,3.0,20
7114,11.0,20
7115,35.0,20
7116,29.0,20
7117,53.0,20
7118,30.0,20
7119,4.0,20
7120,2.0,20
7121,5.0,20
7122,19.0,20
7123,9.0,20
7124,7.0,20
7125,2.0,20
7126,3.0,20
7127,2.0,20
7128,2.0,20
7129,13.0,20
7130,8.0,20
7131,59.0,20
7132,3.0,20
7133,57.0,20
7134,15.0,20
7135,2.0,20
7136,8.0,20
7137,15.0,20
7138,12.0,20
7139,5.0,20
7140,5.0,20
7141,27.0,20
7142,5.0,20
7143,2.0,20
7144,26.0,20
7145,12.0,20
7146,5.0,20
7147,4.0,20
7148,6.0,20
7149,28.0,20
7150,4.0,20
7151,7.0,20
7152,16.0,20
7153,5.0,20
7154,2.0,20
7155,4.0,20
7156,32.0,20
7157,16.0,20
7158,5.0,20
7159,6.0,20
7160,1.0,20
7161,6.0,20
7162,23.0,20
7163,1.0,20
7164,28.0,20
7165,16.0,20
7166,5.0,20
7167,25.0,20
7168,8.0,20
7169,18.0,20
7170,76.0,20
7171,9.0,20
7172,6.0,20
7173,20.0,20
7174,12.0,20
7175,8.0,20
7176,10.0,20
7177,6.0,20
7178,41.0,20
7179,3.0,20
7180,19.0,20
7181,23.0,20
7182,22.0,20
7183,8.0,20
7184,2.0,20
7185,5.0,20
7186,25.0,20
7187,3.0,20
7188,8.0,20
7189,4.0,20
7190,4.0,20
7191,11.0,20
7192,4.0,20
7193,2.0,20
7194,4.0,20
7195,4.0,20
7196,13.0,20
7197,13.0,20
7198,10.0,20
7199,9.0,20
7200,23.0,20
7201,2.0,20
7202,13.0,20
7203,30.0,20
7204,21.0,20
7205,18.0,20
7206,2.0,20
7207,60.0,20
7208,3.0,20
7209,3.0,20
7210,50.0,20
7211,31.0,20
7212,8.0,20
7213,2.0,20
7214,9.0,20
7215,3.0,20
7216,6.0,20
7217,10.0,20
7218,18.0,20
7219,27.0,20
7220,20.0,20
7221,2.0,20
7222,3.0,20
7223,14.0,20
7224,3.0,20
7225,5.0,20
7226,20.0,20
7227,16.0,20
7228,36.0,20
7229,3.0,20
7230,20.0,20
7231,51.0,20
7232,2.0,20
7233,3.0,20
7234,23.0,20
7235,33.0,20
7236,30.0,20
7237,63.0,20
7238,123.0,20
7239,16.0,20
7240,19.0,20
7241,25.0,20
7242,3.0,20
7243,20.0,20
7244,1.0,20
7245,12.0,20
7246,9.0,20
7247,15.0,20
7248,11.0,20
7249,1.0,20
7250,3.0,20
7251,4.0,20
7252,3.0,20
7253,2.0,20
7254,55.0,20
7255,85.0,20
7256,16.0,20
7257,4.0,20
7258,321.0,18
7259,17.0,20
7260,12.0,20
7261,13.0,20
7262,6.0,20
7263,10.0,20
7264,6.0,20
7265,8.0,20
7266,5.0,20
7267,1.0,20
7268,42.0,20
7269,8.0,20
7270,8.0,20
7271,8.0,20
7272,60.0,20
7273,26.0,20
7274,87.0,20
7275,2.0,20
7276,10.0,20
7277,43.0,20
7278,10.0,20
7279,2.0,20
7280,23.0,20
7281,8.0,20
7282,12.0,20
7283,17.0,20
7284,100.0,20
7285,5.0,20
7286,3.0,20
7287,27.0,20
7288,13.0,20
7289,53.0,20
7290,49.0,20
7291,6.0,20
7292,4.0,20
7293,1.0,20
7294,3.0,20
7295,3.0,20
7296,2.0,20
7297,4.0,20
7298,3.0,20
7299,13.0,20
7300,27.0,20
7301,8.0,20
7302,2.0,20
7303,16.0,20
7304,2.0,20
7305,6.0,20
7306,104.0,20
7307,14.0,20
7308,17.0,20
7309,8.0,20
7310,2.0,20
7311,35.0,20
7312,8.0,20
7313,24.0,20
7314,2.0,20
7315,7.0,20
7316,6.0,20
7317,42.0,20
7318,6.0,20
7319,57.0,20
7320,141.0,20
7321,4.0,20
7322,3.0,20
7323,1.0,20
7324,24.0,20
7325,2.0,20
7326,14.0,20
7327,14.0,20
7328,1.0,20
7329,1.0,20
7330,136.0,20
7331,5.0,20
7332,9.0,20
7333,7.0,20
7334,2.0,20
7335,7.0,20
7336,23.0,20
7337,1.0,20
7338,41.0,20
7339,5.0,20
7340,5.0,20
7341,8.0,20
7342,6.0,20
7343,11.0,20
7344,4.0,20
7345,9.0,20
7346,8.0,20
7347,2.0,20
7348,4.0,20
7349,13.0,20
7350,34.0,20
7351,6.0,20
7352,16.0,20
7353,4.0,20
7354,43.0,20
7355,3.0,20
7356,116.0,20
7357,11.0,20
7358,5.0,20
7359,31.0,20
7360,21.0,20
7361,3.0,20
7362,17.0,20
7363,7.0,20
7364,15.0,20
7365,51.0,20
7366,22.0,20
7367,4.0,20
7368,3.0,20
7369,22.0,20
7370,20.0,20
7371,30.0,20
7372,24.0,20
7373,6.0,20
7374,10.0,20
7375,4.0,20
7376,8.0,20
7377,12.0,20
7378,29.0,20
7379,30.0,20
7380,1.0,20
7381,23.0,20
7382,4.0,20
7383,7.0,20
7384,24.0,20
7385,4.0,20
7386,5.0,20
7387,19.0,20
7388,23.0,20
7389,87.0,20
7390,19.0,20
7391,16.0,20
7392,52.0,20
7393,10.0,20
7394,172.0,19
7395,20.0,20
7396,30.0,20
7397,24.0,20
7398,27.0,20
7399,15.0,20
7400,9.0,20
7401,18.0,20
7402,3.0,20
7403,29.0,20
7404,15.0,20
7405,7.0,20
7406,9.0,20
7407,2.0,20
7408,107.0,20
7409,21.0,20
7410,102.0,20
7411,17.0,20
7412,6.0,20
7413,6.0,20
7414,10.0,20
7415,24.0,20
7416,3.0,20
7417,5.0,20
7418,6.0,20
7419,11.0,20
7420,54.0,20
7421,10.0,20
7422,18.0,20
7423,8.0,20
7424,23.0,20
7425,8.0,20
7426,11.0,20
7427,92.0,20
7428,5.0,20
7429,19.0,20
7430,1.0,20
7431,4.0,20
7432,24.0,20
7433,15.0,20
7434,4.0,20
7435,11.0,20
7436,21.0,20
7437,3.0,20
7438,3.0,20
7439,75.0,20
7440,7.0,20
7441,100.0,20
7442,4.0,20
7443,12.0,20
7444,11.0,20
7445,22.0,20
7446,9.0,20
7447,1.0,20
7448,9.0,20
7449,7.0,20
7450,41.0,20
7451,14.0,20
7452,32.0,20
7453,81.0,20
7454,26.0,20
7455,3.0,20
7456,17.0,20
7457,13.0,20
7458,1.0,20
7459,10.0,20
7460,4.0,20
7461,13.0,20
7462,11.0,20
7463,17.0,20
7464,11.0,20
7465,15.0,20
7466,2.0,20
7467,3.0,20
7468,77.0,20
7469,9.0,20
7470,5.0,20
7471,2.0,20
7472,11.0,20
7473,2.0,20
7474,17.0,20
7475,4.0,20
7476,2.0,20
7477,8.0,20
7478,7.0,20
7479,40.0,20
7480,4.0,20
7481,38.0,20
7482,9.0,20
7483,15.0,20
7484,7.0,20
7485,8.0,20
7486,9.0,20
7487,13.0,20
7488,1.0,20
7489,8.0,20
7490,2.0,20
7491,26.0,20
7492,4.0,20
7493,36.0,20
7494,21.0,20
7495,29.0,20
7496,2.0,20
7497,3.0,20
7498,3.0,20
7499,5.0,20
7500,20.0,20
7501,11.0,20
7502,6.0,20
7503,29.0,20
7504,4.0,20
7505,41.0,20
7506,12.0,20
7507,5.0,20
7508,2.0,20
7509,17.0,20
7510,1.0,20
7511,20.0,20
7512,21.0,20
7513,16.0,20
7514,12.0,20
7515,1.0,20
7516,6.0,20
7517,36.0,20
7518,72.0,20
7519,9.0,20
7520,6.0,20
7521,32.0,20
7522,1.0,20
7523,1.0,20
7524,4.0,20
7525,2.0,20
7526,4.0,20
7527,4.0,20
7528,6.0,20
7529,2.0,20
7530,54.0,20
7531,1.0,20
7532,3.0,20
7533,27.0,20
7534,15.0,20
7535,4.0,20
7536,18.0,20
7537,4.0,20
7538,32.0,20
7539,33.0,20
7540,4.0,20
7541,12.0,20
7542,13.0,20
7543,3.0,20
7544,9.0,20
7545,3.0,20
7546,14.0,20
7547,3.0,20
7548,9.0,20
7549,48.0,20
7550,9.0,20
7551,63.0,20
7552,6.0,20
7553,3.0,20
7554,2.0,20
7555,38.0,20
7556,14.0,20
7557,1.0,20
7558,4.0,20
7559,16.0,20
7560,2.0,20
7561,5.0,20
7562,135.0,20
7563,3.0,20
7564,19.0,20
7565,1.0,20
7566,38.0,20
7567,4.0,20
7568,13.0,20
7569,42.0,20
7570,16.0,20
7571,8.0,20
7572,15.0,20
7573,5.0,20
7574,5.0,20
7575,5.0,20
7576,1.0,20
7577,5.0,20
7578,10.0,20
7579,2.0,20
7580,40.0,20
7581,21.0,20
7582,11.0,20
7583,52.0,20
7584,15.0,20
7585,29.0,20
7586,5.0,20
7587,3.0,20
7588,9.0,20
7589,6.0,20
7590,2.0,20
7591,2.0,20
7592,9.0,20
7593,28.0,20
7594,7.0,20
7595,2.0,20
7596,45.0,20
7597,33.0,20
7598,6.0,20
7599,18.0,20
7600,9.0,20
7601,3.0,20
7602,20.0,20
7603,14.0,20
7604,4.0,20
7605,3.0,20
7606,3.0,20
7607,1.0,20
7608,11.0,20
7609,2.0,20
7610,13.0,20
7611,10.0,20
7612,26.0,20
7613,11.0,20
7614,8.0,20
7615,1.0,20
7616,9.0,20
7617,13.0,20
7618,131.0,20
7619,44.0,20
7620,5.0,20
7621,10.0,20
7622,6.0,20
7623,13.0,20
7624,16.0,20
7625,5.0,20
7626,4.0,20
7627,2.0,20
7628,174.0,19
7629,18.0,20
7630,3.0,20
7631,30.0,20
7632,3.0,20
7633,26.0,20
7634,2.0,20
7635,25.0,20
7636,3.0,20
7637,4.0,20
7638,2.0,20
7639,4.0,20
7640,76.0,20
7641,7.0,20
7642,2.0,20
7643,17.0,20
7644,1.0,20
7645,9.0,20
7646,5.0,20
7647,12.0,20
7648,23.0,20
7649,4.0,20
7650,12.0,20
7651,27.0,20
7652,11.0,20
7653,14.0,20
7654,5.0,20
7655,8.0,20
7656,4.0,20
7657,3.0,20
7658,2.0,20
7659,8.0,20
7660,13.0,20
7661,104.0,20
7662,7.0,20
7663,16.0,20
7664,5.0,20
7665,2.0,20
7666,5.0,20
7667,5.0,20
7668,20.0,20
7669,8.0,20
7670,8.0,20
7671,17.0,20
7672,42.0,20
7673,2.0,20
7674,6.0,20
7675,26.0,20
7676,39.0,20
7677,59.0,20
7678,18.0,20
7679,4.0,20
7680,23.0,20
7681,11.0,20
7682,3.0,20
7683,21.0,20
7684,40.0,20
7685,13.0,20
7686,27.0,20
7687,9.0,20
7688,27.0,20
7689,7.0,20
7690,4.0,20
7691,13.0,20
7692,10.0,20
7693,52.0,20
7694,7.0,20
7695,13.0,20
7696,4.0,20
7697,2.0,20
7698,11.0,20
7699,3.0,20
7700,6.0,20
7701,4.0,20
7702,8.0,20
7703,19.0,20
7704,35.0,20
7705,4.0,20
7706,15.0,20
7707,3.0,20
7708,28.0,20
7709,7.0,20
7710,16.0,20
7711,22.0,20
7712,8.0,20
7713,10.0,20
7714,11.0,20
7715,3.0,20
7716,34.0,20
7717,10.0,20
7718,15.0,20
7719,25.0,20
7720,5.0,20
7721,4.0,20
7722,10.0,20
7723,4.0,20
7724,11.0,20
7725,6.0,20
7726,28.0,20
7727,21.0,20
7728,5.0,20
7729,36.0,20
7730,3.0,20
7731,54.0,20
7732,25.0,20
7733,6.0,20
7734,15.0,20
7735,22.0,20
7736,29.0,20
7737,6.0,20
7738,36.0,20
7739,2.0,20
7740,25.0,20
7741,12.0,20
7742,16.0,20
7743,4.0,20
7744,7.0,20
7745,7.0,20
7746,17.0,20
7747,2.0,20
7748,17.0,20
7749,55.0,20
7750,8.0,20
7751,5.0,20
7752,22.0,20
7753,42.0,20
7754,9.0,20
7755,12.0,20
7756,2.0,20
7757,5.0,20
7758,31.0,20
7759,1.0,20
7760,1.0,20
7761,15.0,20
7762,25.0,20
7763,32.0,20
7764,9.0,20
7765,7.0,20
7766,2.0,20
7767,35.0,20
7768,32.0,20
7769,15.0,20
7770,23.0,20
7771,10.0,20
7772,15.0,20
7773,13.0,20
7774,5.0,20
7775,32.0,20
7776,15.0,20
7777,7.0,20
7778,47.0,20
7779,55.0,20
7780,8.0,20
7781,14.0,20
7782,19.0,20
7783,3.0,20
7784,30.0,20
7785,3.0,20
7786,5.0,20
7787,17.0,20
7788,1.0,20
7789,3.0,20
7790,4.0,20
7791,12.0,20
7792,5.0,20
7793,2.0,20
7794,3.0,20
7795,7.0,20
7796,6.0,20
7797,2.0,20
7798,14.0,20
7799,49.0,20
7800,29.0,20
7801,8.0,20
7802,22.0,20
7803,3.0,20
7804,2.0,20
7805,3.0,20
7806,4.0,20
7807,6.0,20
7808,5.0,20
7809,14.0,20
7810,3.0,20
7811,7.0,20
7812,6.0,20
7813,2.0,20
7814,4.0,20
7815,6.0,20
7816,6.0,20
7817,2.0,20
7818,26.0,20
7819,9.0,20
7820,2.0,20
7821,4.0,20
7822,2.0,20
7823,1.0,20
7824,46.0,20
7825,23.0,20
7826,3.0,20
7827,29.0,20
7828,7.0,20
7829,61.0,20
7830,69.0,20
7831,8.0,20
7832,3.0,20
7833,3.0,20
7834,16.0,20
7835,6.0,20
7836,23.0,20
7837,8.0,20
7838,3.0,20
7839,14.0,20
7840,14.0,20
7841,6.0,20
7842,24.0,20
7843,14.0,20
7844,5.0,20
7845,7.0,20
7846,143.0,20
7847,10.0,20
7848,4.0,20
7849,4.0,20
7850,25.0,20
7851,5.0,20
7852,7.0,20
7853,80.0,20
7854,2.0,20
7855,10.0,20
7856,8.0,20
7857,29.0,20
7858,4.0,20
7859,8.0,20
7860,12.0,20
7861,14.0,20
7862,3.0,20
7863,18.0,20
7864,23.0,20
7865,14.0,20
7866,20.0,20
7867,17.0,20
7868,4.0,20
7869,12.0,20
7870,17.0,20
7871,26.0,20
7872,27.0,20
7873,27.0,20
